"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 03:56 PM (GMT)"
"Duration","02:10:51"
"Participants","323"
"Participant Limit","350"
"Total Screener Polls","3"
"Total Conversation Questions","6"

""
""
"","","Participant Id","Sample Provider Id","What political party do you most identify with?","What is your age?","What best describes the region you live in?","Do you believe that defending human rights globally should be a goal of American policy?","Please explain why you chose this answer (please be as specific as you can).","Sentiment","All (%agree)","What are the reasons that you think some people would/might disagree with you?","Sentiment","All (%agree)","When is a time that you supported the U.S. getting involved in another country?","Sentiment","Categories","When is a time that you did NOT support the U.S. getting involved in another country?","Sentiment","Categories","What actions, if any, should the U.S. take in the Democratic Republic of the Congo? Please explain your reason(s) for your answer.","Sentiment","All (%agree)","Muted"
"","","010b653c-9471-4f6e-bc50-c8b8d3dca8c3","","Other/Independent","25-34","Suburban","Yes","The concept of fundamental human rights is enshrined in the Declaration of Independence and other founding documents. Promoting these values abroad reflects the core principles of the United States","Neutral","72%","Some argue that prioritizing human rights can come at the expense of national security. They might believe that cooperation with authoritarian regimes is necessary to combat terrorism or other threats, even if those regimes have poor human rights records.","Negative","54%","The U.S. joining the Allied forces against Nazi Germany and Imperial Japan.","Neutral","Uncategorized","The Vietnam and Iraq wars","Neutral","Uncategorized","The US can support peacebuilding initiatives and provide humanitarian assistance to those affected by the conflict.","Neutral","55%","False"
"","","f0440f80-af15-462e-87ad-adfceb2fa463","","Republican","25-34","Rural","No","We do not need to be a police force in the global setting. Our founding fathers wanted us to be an independent nation that takes a neutral stance in foreign issues. Getting involved in foreign human rights pretty much goes against being independent and neutral.","Neutral","48%","Because they want everyone to be treated, as well as help others who are in need. They think that America has all the resources and influence to spread human rights issues and make everyone identical.","Neutral","39%","It was when 9/11 occurred. ","Neutral","Uncategorized","When Ukraine got attacked by Russia. ","Neutral","Uncategorized","We should just leave them alone and continue sanctioning them, as well as show this towards other countries in the same situation.","Negative","53%","False"
"","","fe01e057-0147-4cbc-b406-93acd71d57f3","","Other/Independent","18-24","Suburban","Yes","It’s morally wrong to watch genocides happen without stopping in, especially when you are a power as big and influential as the U.S.","Negative","64%","The U.S. has many domestic issues as well, and I think some people think we should focus on those first before turning our attention elsewhere.","Negative","79%","I supported the U.S. giving Ukraine aid.","Neutral","Uncategorized","Funding Israel’s genocide.","Negative","Uncategorized","I feel like I don’t have enough decision to make a certain choice, but from this information alone, I don’t think the U.S. should do anything further. I don’t see what power we have in this situation that we haven’t already utilized.","Negative","52%","False"
"","","53841a7c-7123-48da-b8b9-bb8ab96e4e49","","Other/Independent","45-54","Urban","Yes","People everywhere demand to live in dignity. When people of all walks of life have access to nutritious food, clean water, adequate shelter, and free of overburden due to rents and conflict they are able to live and work to their best ability. Supporting humans rights ultimately means supporting raising their standards in other ways which is capital. ","Neutral","71%","I think the cost of raising and maintaining an adequate navy causes some Americans to say the money can be better spent at home. This is not an irrational response but it is wrong. If our trading partners no longer have the freedom of navigation they enjoy today our prices for goods will increase. Maintaining a maritime fleet pays for itself though it's not always easy to see. ","Neutral","68%","I support sending arms and aid to Ukraine in 2022. I also support forwarding intelligence to that country since 2021. ","Neutral","Uncategorized","The second war in Iraq in 2003 was an epic failure of political imagination. Rumsfeld was the chief architect of this policy. And worse, he listed seven countries in the region that were scheduled for his reforms intended to make them more democratic. Iraq was only the first. ","Neutral","Uncategorized","The US doesn't have an strategic interest in DRC to my knowledge. And a humanitarian campaign would have to be comparable in scale to waging a war in that country. While this would offer some relief to the people of DRC and god knows they could use it, I don't see this as acceptable to pay for by the public today. The president who sent men into this quagmire would pay for it dearly during the next election. ","Negative","53%","False"
"","","26abb1ec-7a13-48bd-9c57-1b73c1676bb3","","Other/Independent","25-34","Urban","No","There are international organizations better suited to do this. The American government has proven it can not defend human rights without taking advantage of countries it's ""helping""","Negative","62%","People might disagree if they think the US has genuine intentions to help in these situations

","Neutral","73%","none

","Neutral","Uncategorized","Every time

","Neutral","Uncategorized","none

","Neutral","47%","False"
"","","388dccbb-7465-43dc-bf43-4e6f7f2283e2","","Republican","35-44","Rural","No","I think that we need to take care of our own.","Neutral","48%","Because they think that we have to take care of all of the world.","Neutral","46%","None that is in my lifetime","Neutral","Uncategorized","The war in Ukraine","Neutral","Uncategorized","None, they should let them fight amongst themselves as they have had for all of the ages.","Neutral","48%","False"
"","","c2c8801c-9d78-4d4f-a2ff-d02389a4e141","","Other/Independent","35-44","Suburban","Don't know","I don't want to say I don't know, but maybe yes and no. I understand coming to the defense of someone who may be helpless and possibly didn't do anything to warrant to actions taken by other countries. However, we have problems here and people to take care of here, so I'm not sure if we should stick our noses in other people's business all of the time. I understand having allies, but sometimes it's just not our business.","Negative","52%","People think that just because the US is powerful, that power should be used to help other people. While I agree to an extent, violence is just not the answer. I often wonder where that energy was centuries ago when certain groups didn't have any rights simply because of a skin color.","Neutral","58%","I have never supported the US getting involved with other countries..... at least not that I remember.","Neutral","Uncategorized","I do not support the US getting involved with other countries over violent matters.","Negative","Uncategorized","I'm not sure what is happening there so I can't comment, but I do not blame the US for not getting involved and for the record I don't agree with the US involvement with the Ukraine.","Neutral","52%","False"
"","","818d2aa5-96d0-4f38-b403-cea90f6cc193","","Democrat","25-34","Suburban","Yes","Human rights are the basis of existing as human beings","Neutral","70%","Some people will say that there are too many issues and we have to focus on ourselves as  a country first. ","Negative","78%","I supported this of the US when helping Ukraine","Neutral","Uncategorized","With the middle east","Neutral","Uncategorized","They should send support to relieve children. ","Neutral","58%","False"
"","","ba68ad6e-04d2-4644-bba0-d69553fe6dd0","","Other/Independent","18-24","Urban","Yes","no human deserves to suffer who is innocent, kids dont need to see war","Negative","70%","because i am black

","Neutral","26%","ww2

","Neutral","Uncategorized","vietnam","Neutral","Uncategorized","kick the jews out ","Neutral","52%","False"
"","","0660de05-defc-4700-9b83-41dbf93cb88c","","Democrat","55-64","Suburban","Yes","When we can help, we should. Everyone deserves basic human rights.","Neutral","69%","People may feel that more focus should be at home in our own country","Neutral","78%","In the current situation with Israel and Hamas","Neutral","Uncategorized","Afghanistan","Neutral","Uncategorized","I do not know enough about the situation to really comment.  If there is a possibility that the US can provide help that will be productive, I believe we should look into it","Neutral","53%","False"
"","","b59d1961-9d43-4b88-9a37-393c0a208f30","","Other/Independent","45-54","Suburban","Yes","The short answer is yes, the US should defend human rights globally.  The long answer is, it's complicated.  What do we mean by ""defend"" exactly?  Is military action permissible?  Yes, in some cases, but not as a first resort.  On the other hand, military action shouldn't be ruled out.","Neutral","69%","I often hear variations of ""we have enough problems of our own to deal with"" or ""we can't be the policeman to the world.""  I find these arguments to be facile.","Neutral","72%","Korea in 1950.  Kosovo in the mid 1990s.  We should have got involved in Rwanda in 1994, but we didn't.","Neutral","Uncategorized","Panama in the late 1980s.","Neutral","Uncategorized","I agree, this issue is a tangled mess.  The DRC is riven my corruption and conflict between itself and other nations, as well as internally by ethnic and religious differences.  And we all turn a blind eye to the fact that the a large proportion of the cobalt, tantalum, and other extracted resources that underpin the manufacturing of our technology come from the DRC, mined often by children, in conditions that would be considered illegal and extremely hazardous in any developed nation.","Negative","52%","False"
"","","39300b0d-b3a8-460d-8785-593aa86f4d4f","","Democrat","45-54","Urban","Yes","Since whatever happens in the outside world affects America it will be in our interest to help when it comes to defending human rights else where","Neutral","70%","People have different perspectives when it comes to how they see things. some might say that we should mind our own business","Neutral","60%","kosovo","Neutral","Uncategorized","Libiya","Neutral","Uncategorized","diplomatic measures and intensifying sanctions","Neutral","55%","False"
"","","927acdb3-9ff2-4077-b562-26481e9432ff","","Democrat","55-64","Urban","Yes","Human rights is essential to human survival and the rights of all people","Neutral","69%","Selfish people that don't think we should worry about anything outside of our bubble. I get it but we can think that way.","Neutral","37%","--","--","--","--","--","--","--","--","--","False"
"","","ec5e207a-fee1-43de-b8f0-f0707e85a33e","","Democrat","55-64","Urban","Yes","As a world power, we have the responsibility to watch out for people whose human rights are being violated.  Very few countries in the world are able to take on such a role, so we need to step up.","Neutral","71%","Some people feel that we should focus only on internal problems; some people feel that it's not our responsibility to be ""the world's policemen"".","Negative","70%","I think the US needs to be involved in the ongoing Middle East crisis, since the parties involved will clearly never settle things on their own.  (It also needs to stop favoring Israel over Palestinian suffering, but that's perhaps another topic.)","Negative","Uncategorized","The Vietnam War was basically pointless.","Negative","Uncategorized","I don't really know enough about the conflict to say, but it seems like pushing both sides of the conflict to engage in negotiations to settle their differences would be a good start.","Neutral","53%","False"
"","","557e00b8-9b40-4f5c-9f90-a8baf1a40c1b","","Republican","18-24","Rural","Yes","Promoting and defending human rights globally should be a fundamental goal of American policy to uphold dignity and justice worldwide.","Neutral","69%","Maybe because they are too proud or evil","Neutral","24%","I supported the South African one even though I wasn't born yet","Neutral","Uncategorized","None","Neutral","Uncategorized","I believe they could help in bring in Trained personnel to help","Neutral","56%","False"
"","","69209d99-883b-4a11-9ba3-5eadbc910444","","Democrat","65+","Suburban","Yes","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","6d5594c5-30b1-4010-9e29-094e64afbcc0","","Democrat","55-64","Suburban","Yes","I believe human rights need to be protected and at time defended particularly in smaller countries threatened by stronger and larger ones.","Neutral","71%","Some come from the might equals right mode of thinking.","Neutral","41%","I support assisting us assisting in defensive actions - aka - when Russia swiped Crimea.    I am opposed to assisting in aggressive actions - aka - Israel's mass murder, maiming and starving of innocent civilians.","Neutral","Uncategorized","When it is an aggressive action rather than a defensive one.","Neutral","Uncategorized","I am not familiar enough with this situation to form a genuine opinion.","Negative","55%","False"
"","","d48fd156-33a5-45c9-97ea-d392381830a1","","Other/Independent","18-24","Suburban","Yes","We are all people, and helping people when you can is the right thing to do.","Positive","69%","Some people may be concerned that it's too expensive and that resources would be better used in the US.","Negative","71%","Helping refugees in WWII

","Positive","Uncategorized","I don't know

","Neutral","Uncategorized","They should help protect civilians. If Rwanda is a US ally, the US can't make that claim without doing something to help.","Neutral","55%","False"
"","","ec055bef-3fbe-4860-b665-3c1e561abb79","","Other/Independent","45-54","Suburban","Yes","The question is a bit ambiguous, however, I think it's contingent upon globally for our allies. ","Neutral","55%","I don't know why people would disagree to help our allies.","Neutral","54%","Right now, with Israel, our ally. ","Neutral","Uncategorized","I can't think of a time","Neutral","Uncategorized","Since they are an ally, I believe we should step in and help. I do understand about the sanction involving children. We could not fight with children, thus the sanction. We should replace the children fighting for Rwanda and add more support. ","Neutral","54%","False"
"","","9a55f98f-fadf-4ccc-9496-f286d1d505f0","","Republican","65+","Urban","Yes","It is what brings us together as family. We will be able to unite and help each other","Positive","66%","They have different opinion which may be much reasonable like to prevent stealing and other forms of security reasons","Neutral","39%","During war periods sometimes we help treat injured people","Neutral","Uncategorized","During war fight involving different countries","Neutral","Uncategorized","Supply them with equipment to help resolve the conflicts","Neutral","51%","False"
"","","15249e97-98c2-47d9-937f-9924cab13f8b","","Democrat","55-64","Urban","Yes","Human rights are at the core of the US Constitution and are one of the first and foremost values that the country purports to champion. So it only makes sense that the US, with all its might and influence, should defend those rights, not only at home, but globally.","Neutral","69%","I think that those who disagree mostly think that the US should solve its own problems first, rather than scattering resources to help others.","Negative","78%","I support the US army becoming part of a Blue Helmet UN force, for example. Like in Rwanda, Bosnia etc.","Neutral","Uncategorized","When it was clear the US was not doing it to protect human rights, like in Vietnam, Irak, etc.","Negative","Uncategorized","Diplomatic action and possible strong sanctions, to move toward peace, and possibly send a peacekeeping force.","Neutral","57%","False"
"","","21c9f53e-3250-413e-9c1c-6e34f93a234a","","Democrat","65+","Suburban","Yes","There are lots of places in the world that need US support to maintain freedoms and equality.","Neutral","71%","I think it's the right thing to do because we have a responsibility to lead. Other people might disagree because they are only concerned about themselves thanks to a cult leader that is rotten to the core.","Neutral","50%","When our allies are under attack or subject to invasion.","Neutral","Uncategorized","I did not support the US getting involved under George Bush who had false information regarding Iraq.","Negative","Uncategorized","That's really up to policymakers as to which areas to get involved with. The US is already involved in Ukraine and Israel and not every country can be supported.","Neutral","52%","False"
"","","faae2f23-8c04-43e1-83f8-58a14354bb17","","Democrat","55-64","Suburban","Yes","I think the concept of America was to provide freedom to people and that we should do what we can to help people across the world who want the freedom to live their lives like they desire.","Neutral","66%","I think that some people have a hard time looking beyond themselves.  I also think they are more concerned about their day to day lives then about the conditions other people have to live under.","Negative","59%","I supported our involvement in Kuwait when Iraq tried to take over their oil fields.","Neutral","Uncategorized","I did not support us attacking Iraq after 9/11 because they had no involvement in the attack.","Negative","Uncategorized","I think that we should limit our involvement with Rwanda as long as they continue causing violence in the Democratic Republic of the Congo ","Negative","54%","False"
"","","40799f4f-d963-49e4-a1cb-97e7f24b2e92","","Democrat","55-64","Urban","Yes","Human rights is a global problem. Otherwise, you could have nazi Germany rising again. As it is antisemitism and isolating israel is a growing problem","Neutral","70%","People  might disagree for favor of local issues like homeless problems  illegal immigration.  ","Neutral","67%","After hamas attacked israel I believe  the usa should support israel to defeat terrorism and Iran influence ","Neutral","Uncategorized","At this point I cannot think of an example ","Neutral","Uncategorized","Wr should cut off all rowanda support ","Negative","51%","False"
"","","39eea192-820b-4208-bb21-c78926fdc5f6","","Republican","55-64","Suburban","No","we have our own problems to be concerned with.","Negative","48%","Many people think that America has the duty to step up and use force to help.  I have had conversations with people who think we should keep sending money overseas.","Neutral","71%","Hitler","Neutral","Uncategorized","Iraq","Neutral","Uncategorized","If we are going to continue to help Israel and Ukraine, then we should help others as well even though I disagree with continued money being sent overseas.","Neutral","51%","False"
"","","362a661c-f65f-4bb6-8058-858a075321ef","","Democrat","55-64","Suburban","Yes","I think that defending human rights should be included when we are involved in the conflicts of other countries. this allows us to assist in preventing some of the issues  that impact the populace of both sides of the conflict. we should be defending civilian infrastructure such as hospitals and preventing them from being used as targets or bases in the conflict. ","Neutral","70%","foreign policy is an easy way out of some domestic issues.  we should try to solve our  internal problems before exporting them to other countries. ","Neutral","79%","I think our support of Ukraine is needed and I think the support we have given them is the reason they are still a country. ","Neutral","Uncategorized","I do not think that the US should be supporting Hamas in the Gaza strip or ISIS in Afghanistan ","Negative","Uncategorized","I think we should be using diplomatic pressure to end the conflict. the issue is that the American people don't really care at this point about that conflict.  ","Negative","51%","False"
"","","63b653df-0ad5-4d0e-9626-fa92138b33f5","","Democrat","65+","Urban","Yes","We are all connected as human beings and support each others human rights.","Neutral","68%","Because they are only concerned with what directly effects them.","Neutral","56%","Ukraine invasion from Russia.","Neutral","Uncategorized","Israel","Neutral","Uncategorized","Diplomatic support and economic sanctions to support peace.","Neutral","57%","False"
"","","6bfc9729-9ed1-4b90-b65d-a86306ecc056","","Democrat","55-64","Urban","Yes","Since America is the only Democratic superpower, if we don't step up as no other country has the muscle to. ","Neutral","52%","Some people prefer to look inward and believe that we must take care of our own problems as we have a lot of issues in our countries to deal with.","Negative","75%","I think currently it's very important that we continue helping Ukraine and Israel.","Positive","Uncategorized","I think the Iraq War made no sense. ","Negative","Uncategorized","I would have to learn more about this issue before I could respond.","Negative","54%","False"
"","","9088ae96-de2e-4748-9e39-560b139f59fe","","Republican","55-64","Suburban","No","The U.S. has large issues here at home with poverty, subpar medical access for citizens, homelessness with veterans and also the general population and it has no business spending money helping other countries unless we take care of our own problems first.","Negative","41%","Some people believe we have a moral obligation to care for other nations in perceived human rights issues. But we must take care of our problems here at home and our economy is in deep trouble now. We must take care of our problems here. Only then can we be of assistance to other nations.","Neutral","77%","When we were told (in error, we were misled) that we needed to interfere with Iran. We were lied to and many Americans died as well as we spent unnecessary money that could have been used here as we were in the Middle East for over 20 years. I supported that then but I do not support that now.","Negative","Uncategorized","I do not support sending money, supplies, weapons, nor personnel to Ukraine.","Negative","Uncategorized","The United States has no business getting involved in that conflict. We do not have the resources to do so.","Negative","47%","False"
"","","dc2193d4-e2d7-4c0f-9176-f24657c38b72","","Other/Independent","45-54","Suburban","Don't know","I chose the answer because I think all humans should be free and have rights, however, when one country is trying to gain more power by war, I don't think we should get involved unless it is endangering our country as well.","Negative","68%","People feel it is the right thing to do, and it is.","Positive","40%","I have never supported the US getting involved with another country","Negative","Uncategorized","I never support the US getting involved in another country","Negative","Uncategorized","If it is their ally, I guess they have an obligation to get involved somehow. I disagree with having children fight wars.","Negative","54%","False"
"","","6a6a228c-a9ca-42d8-92d6-1dc4e274ba0c","","Republican","65+","Urban","No","We're in no position to intervene in other countries' problems until we clean up our own backyard. We're in debt up to our eyeballs and shouldn't be spending money to improve other countries. We have enough problems at home. ","Neutral","41%","They think it's ""mean"" not to help others, as if being nice and thoughtful are the most important things for a country to be. ","Negative","45%","I can't remember a time when I supported that. ","Neutral","Uncategorized","Sending billions of dollars to Ukraine. ","Neutral","Uncategorized","Let them fight their own battles. The U.S. is under no obligation to help.","Neutral","47%","False"
"","","2a37a88c-a560-43d8-9ea5-26d1fb2e715f","","Other/Independent","35-44","Rural","No","The government needs to help their own citizens first.","Negative","55%","Some may believe that American citizens need help because they are struggling because of the economy and homelessness.","Negative","74%","If it is something that will impact the US.","Neutral","Uncategorized","If it is a issue that isn't impacting the US.","Neutral","Uncategorized","n/a","Neutral","42%","False"
"","","b105f41d-e851-4bcb-8e01-c94f028343a2","","Democrat","45-54","Urban","Yes","America is the heart of the world and as such countries look up to us so being supportive of a country in trouble is the right thing to do.","Positive","68%","Well if not for selfish thought no one should disagree with me because thinking about safety of other country also protects us indirectly.","Negative","53%","Now or never.","Neutral","Uncategorized","Will always support.","Positive","Uncategorized","I think the US knows what it is doing and that is certain it will help so I think we should support and follow closely.","Positive","51%","False"
"","","bf41f71d-c3c7-4e2a-b28f-f6c42378d286","","Democrat","55-64","Suburban","Yes","We're all impacted by global events and we're all humans deserving of fair treatment, safety and well being.","Neutral","72%","They think America should always come first and we shouldn't interfere with other countries.","Neutral","58%","When the Taliban were limiting women's rights in Afghanistan.","Neutral","Uncategorized","When the US was involved in the Vietnam war.","Neutral","Uncategorized","Food and other medical support supplies for the citizens harmed by the conflicts - humanitarian aid.","Neutral","53%","False"
"","","307eb699-a748-46b5-9cec-bbe1890e4301","","Democrat","18-24","Suburban","Yes","The act of defending human rights globally is a must due to the fact that if a superpower such as the USA doesn't do so, then who will? This will make the USA as a sought-after refugee spot for all foreign citizens of various countries that are under the effects of war, terror, genocide, and other inhumane conflicts/conditions.","Neutral","72%","They are simply a bunch of heartless humans that deserve to have no help being handed down to them, and as such, they should just be sent to prison for not having the compassion to help those who are unfortunate. They also should be killed and hunted down for not having any morals in helping those in need.
","Negative","26%","When the country is being hostile to their own citizens or when their country itself is economically declining at a rapid pace, such as the countries of the Middle East or Venezuela itself

","Negative","Uncategorized","There has never been an instance where I didn't support the USA being involved in the misfortune of another country's citizens. It's within our rights to help them after all, and without our help, we might as well be a country of retards.","Negative","Uncategorized","The USA should also be helping the Republic of Congo, but the way I see it, it looks like the country itself only supports those whose citizens are also majority White. They need to give them food and shelter while also aiding them with protection or else the country will be in tatters in the near future at this point. This would make the Congo's people go to other citizens, further intensifying the issues of illegal immigration that other countries don't even like.","Negative","56%","False"
"","","1b36df93-436c-42ff-8dfe-d569792b43fb","","Other/Independent","18-24","Rural","Yes","I believe that everyone should have their own equal rights ","Positive","66%","I think somepeople will say that's its better to defend thier own self rather than others who they don't know ","Neutral","56%","When our allies are at war ","Neutral","Uncategorized","When we are starting a war ","Neutral","Uncategorized","The U.S shouldn't take any action because it would make it seem that the issue is bigger than it is ","Negative","51%","False"
"","","1e219e76-781d-4bb4-a3fe-a7a72f8a8c09","","Democrat","65+","Suburban","No","We can't be the police for the whole world","Negative","55%","We have people in politics who like to meddle in other countries, We also have generals dying for a war.","Neutral","40%","In the Ukraine because Putin won't stop with one country","Negative","Uncategorized","I think the Us should stay out of Isreal and the Bahamas","Negative","Uncategorized","Nothing. The Ukraine is enough","Neutral","46%","False"
"","","ed0928df-2b12-4e3d-963e-5d9c08e08e58","","Democrat","55-64","Suburban","Yes","No one should have to live in fear, be starved, robbed, raped, murdered....We, as humans, should be better than this. This world is turning to crap fast. I will choose the Higher Power(for me, GOD) over evil and the Devil. ","Negative","69%","I know that America has it's own issues but we are a powerful Country. How can we as  a Country turn its back on any innocent people(Children, etc.. ) being killed, starved and murdered? America decided to step in so we can't abandon those that have hope now that we're involved.  ","Neutral","73%","Right now, Russian invasion of Ukraine. ","Negative","Uncategorized","I don't think this was completely thought out but the killing of Saddam Hussein destabilized the middle east. I think that opened the gate for all the terrorists to be more emboldened","Neutral","Uncategorized","The same support they are giving Ukraine. You have to be willing to use your power to help wherever there is this kind of conflict. Stop the madness of children being used to fight grown men disagreements and wars.","Neutral","55%","False"
"","","09e5b3a2-2583-4291-8d80-c1128c0e5f04","","Democrat","65+","Rural","Yes","Human rights are basic to a good and shared life amongst all.  It is a better world when human rights are accepted by all rather than stifled by a few.  When we trample human rights we risk falling victim to authoritarian regimes which seek to limit human rights.  ","Neutral","71%","Some would think that the money spent on helping people abroad would be better spent at home here in the US.  Others might actually welcome an authoritarian regime.  For example, there are many religious folks who are eagerly awaiting a theocratic dictatorship in the name of their god to take over the world, so these ones are not necessarily bothered by limiting rights based on a theocratic worldview.","Negative","66%","There really has not been a time at least with respect to war, that I am always against.  However, I do support humanitarian aid to other countries and supporting human rights through diplomatic intervention.  Also for victims of natural disasters, etc.","Neutral","Uncategorized","Vietnam war.","Neutral","Uncategorized","At this point I think sanctions are a good first step in this situation rather than actively getting involved in another war.  How many interventions can this country handle?","Neutral","52%","False"
"","","17c54c1f-c259-4d27-bdf4-05666cc6c22f","","Other/Independent","45-54","Urban","No","We need to take care of our own country first.","Neutral","52%","They are bleeding hearts who think the US should help and take care of everyone when we can’t even take care of our own.","Neutral","38%","I haven’t ","Neutral","Uncategorized","Every single war","Neutral","Uncategorized","None and we need to remove ourselves from every other dispute as well.","Negative","47%","False"
"","","d6affa77-cf95-443a-8463-b06b212b464f","","Democrat","18-24","Urban","Yes","If a situation is out of control and a country or it’s people are in a crisis and need help america should step in and provide some humanitarian relief.","Neutral","72%","Because they don’t care about outsiders and don’t wanna help out other people ","Negative","34%","When their was war in Ukraine it was nice that they got helped","Neutral","Uncategorized","When the us sent too much money over to Ukraine and not enough to other war torn countries ","Negative","Uncategorized","They should give them the same treatment as Ukraine the supplies the food the care and everything else they shouldn’t be treated different ","Negative","57%","False"
"","","e8630b6e-3386-429e-b3eb-9f4e7006dfce","","Other/Independent","18-24","Urban","Yes","America has a lot of rights and we should share that with the rest of the world

","Neutral","71%","America has a lot of problems and we need to focus on fixing those first

","Neutral","79%","in ukraine","Neutral","Uncategorized","in panama","Neutral","Uncategorized","United states should help out financially","Neutral","53%","False"
"","","e1fa3f79-02e8-4c9c-ae6b-58d22363faee","","Other/Independent","18-24","Urban","No","I feel like America shouldn't be focused on defending human rights globally when there are people in their own country that are suffering and being discriminated against. I think that America should focus on improving itself, rather than helping others. America needs to improve political party tensions, healthcare issues, education issues and issues regarding racism. ","Negative","52%","A reason could be is that America is protecting its self and other people across the world to better and improve the lives of others. Another reason is that it is morally correct to help others in need and to provide support to other humans. Another reason is that America needs to maintain a reputation as the strongest or they will be looked down upon by other countries and seen as weak. ","Neutral","55%","I supported the US getting involved in the Ukraine conflict, since Ukraine lacked the resources and firepower to fight back against Russia. ","Neutral","Uncategorized","I do not support the US getting involved in Israel and Palestine. The US keeps sending endless resources to Israel in order for the Israel government to commit war crimes against innocent Palestinian citizens. ","Negative","Uncategorized","US should provide resources to the Congo like food and water to its citizens. The US should also provide healthcare resources to help citizens survive more. The US should also provide some soldiers to help the country against the armed conflict.  ","Neutral","55%","False"
"","","79efe650-7438-4ef1-8552-b39cd4bb742b","","Democrat","45-54","Suburban","No","There are issues we are dealing with as a country and it has not been addressed. Our first priority should be to our country.","Neutral","52%","They think our country is a peaceful one but it isn't so.","Negative","53%","When we trade with the country or it is a USA ally.","Neutral","Uncategorized","When the resources we have stored up will be used in settling that crisis.","Neutral","Uncategorized","The country is a USA ally and I think it is imperative to give them our support.","Neutral","54%","False"
"","","136e0dab-f6a5-4f63-943a-a0dfe3668d6b","","Democrat","35-44","Suburban","Yes","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","c1e1bf65-a5f9-447c-9d6a-9559188b8f73","","Other/Independent","55-64","Suburban","Yes","Yes, defending human rights globally should be a goal of American policy because it aligns with our core values and helps promote global stability and peace, which benefits everyone, including the United States.","Neutral","69%","Some people might disagree because they believe the U.S. should prioritize its own issues first or because they think involvement in other countries' conflicts can lead to unnecessary costs and risks.","Negative","70%","I supported the U.S. getting involved in providing humanitarian aid during the Syrian refugee crisis.","Neutral","Uncategorized","I did not support the U.S. getting involved in the Iraq War in 2003.","Negative","Uncategorized","The U.S. should increase diplomatic pressure on Rwanda to stop supporting armed groups, provide more humanitarian aid to the affected regions, and work with international organizations to help mediate a peaceful resolution. This approach can help save lives and promote stability without direct military involvement.","Neutral","56%","False"
"","","a8c71330-fc99-4395-a19f-44a8e3efa711","","Other/Independent","65+","Rural","No","I would have picked ""sometimes"" if offered that choice.  But, for the most part, we get involved for other reasons than defending human rights.  The reasons have more to do with money or certain US interests.  Plus, we haven't been winning too many battles.","Neutral","51%","Some people believe everything they are told and they are told it is only for human rights.  I'm all for human rights but the people in the countries have to want to save themselves, like Ukraine is doing, before other countries can help them obtain rights.  Rights have to be constantly ""fought"" for and you must want those rights badly enough to keep them.  Don't depend on someone else to get them for you.  You can have help but you can't expect it to be given to you.","Negative","37%","I wasn't around but WW2 seems to be the last time we should have gotten involved.","Neutral","Uncategorized","Afghanistan War","Neutral","Uncategorized","There seems to always be something going on in Africa.  I agree with the sanctions.  I could probably go with supplying some weapons or humanitarian aid.  But, no further.","Neutral","56%","False"
"","","201c2705-c362-4bff-9851-d9e7a7a1752d","","Democrat","55-64","Suburban","Yes","The US is a model country that leads by example. We need to do what is right and help other countries under threat that are unable to defend themselves.","Neutral","68%","A lot of people think we should put Americans first and keep our own house in order before we go helping other countries.","Neutral","76%","When Russia invaded Ukraine.","Neutral","Uncategorized","Israel fighting Palestinians.","Neutral","Uncategorized","They should continue to sanction Rwanda so that people from the Congo can remain safe.","Neutral","58%","False"
"","","f7167f3a-3280-4707-b06c-c0bb103afc66","","Democrat","65+","Suburban","Yes","This is a basic level of support, absent of politics or religion, on the ground level human to human level. All countries should support this.","Neutral","71%","Would agree if they can see beyond borders, and would disagree if they only see the borders of US. Some people just don't think it's needed to help others in very unfortunate circumstances.","Neutral","59%","can't think of any times I truly supported, WWII was probably the last great support","Positive","Uncategorized","Viet Nam, Afghanistan, ","Neutral","Uncategorized","I am not sure what actions should be taken-this conflict is complicated. At basic level humanitarian support to the DRC","Neutral","56%","False"
"","","e88db2b7-260b-403d-a0e2-dd8a0b76a2a5","","Other/Independent","45-54","Urban","Yes","In general.  I think that if a government or regime is doing something that is in the wrong morally, it's the responsibility of better heeled nations to do something about it.  Otherwise it sends a message that this kind of thing is okay and the world will turn a blind eye to it.","Neutral","68%","Economic unviability.  Lack of interest in broader-picture responsibility.","Neutral","55%","Kuwait in 1991.","Neutral","Uncategorized","Afghanistan in the 2000's.","Neutral","Uncategorized","Something comparable to the aid to Ukraine.","Neutral","55%","False"
"","","180ebea6-e555-46a6-8ac3-842b2d00d26b","","Democrat","65+","Suburban","Yes","Because everyone should be treated equally","Neutral","69%","Because some people will say we should take care of our own first","Neutral","77%","In the war with Ukraine","Neutral","Uncategorized","I don't know of any","Neutral","Uncategorized","I don't know enough about it to say","Neutral","51%","False"
