"Name","Right to assemble"
"Title","Right to assemble"
"Date","June 25, 2024 at 03:38 PM (GMT)"
"Duration","02:32:07"
"Participants","318"
"Participant Limit","350"
"Total Screener Polls","5"
"Total Conversation Questions","6"

""
""
"","","Participant Id","Sample Provider Id","What is your political viewpoints?","Which category includes your age?","What is your engagement or relationship (current or past) to a college or university?","What is your gender identity?","How would you describe your ethnicity? - White","How would you describe your ethnicity? - Black or African American","How would you describe your ethnicity? - American Indian or Alaskan native","How would you describe your ethnicity? - Asian","How would you describe your ethnicity? - Native Hawaiian or Pacific Islander","How would you describe your ethnicity? - Latinx","How would you describe your ethnicity? - From multiple races","What are features or characteristics that make a protest  appropriate?","Sentiment","All (%agree)","What characteristics or actions, in your view, deem a protest inappropriate?","Sentiment","All (%agree)","Have you attended or participated in a protest?","Branch A - How has your personal experience with protests influenced your viewpoint on the right to assemble?","Sentiment","Branch A - Yes (%agree)","Branch B - What are some of the reasons you have not participated in or attended a protest?","Sentiment","Branch B - No (%agree)","What measures (if any) could be taken to ensure appropriate protests are protected?","Sentiment","All (%agree)","What measures (if any) could be taken to restrict or limit inappropriate protests?","Sentiment","All (%agree)","Muted"
"","","d2933576-936a-4905-bbda-43e8cfc4c6c8","","Moderate","18-20","Current student","Female","--","Black or African American","--","--","--","--","--","Organization, purpose, pacifist, grounded, unity","Neutral","58%","Violence, chaos, aggressive, anarchist, negatively impacting on innocent civilians, weapons, fires, disorganized","Negative","78%","No","--","--","--","i just never felt the need to. i have work and school to worry about. i dint have the time or desire","Neutral","40%","organized protests having one or more guards/security with them","Neutral","72%","security and police. also protests that are carefully planned to prepare officers","Neutral","70%","False"
"","","5a23c839-648b-4ee8-9a21-5cbf24fcb6a3","","Very conservative","50-59","Current student","Male","--","Black or African American","--","--","--","--","--","When there is no violence but making sure their voices are heard.","Neutral","56%","When there is violence and damage to property.","Negative","82%","No","--","--","--","Fear that it will result in violence.","Negative","69%","They should communicate right before the protest that they should by no means engage in violence and also they should be supervised by the police.","Negative","75%","enforcing the law anyone who causes chaos during the protest will be jailed.","Neutral","70%","False"
"","","7615f4bc-461b-4642-86b3-ef06d7a1975c","","Slightly conservative","30-39","Community member","Female","White","--","--","--","--","--","--","A protest is appropriate when it is peaceful, respectful of laws, and clearly communicates its purpose.","Neutral","55%","A protest becomes inappropriate when it turns violent or includes hate speech.","Negative","80%","No","--","--","--","I haven't attended protests due to concerns about personal safety and conflicting schedules.","Neutral","64%","protect appropriate protests, clear guidelines and law enforcement training are essential.","Neutral","75%","could include enforcing laws against violence and hate speech.","Neutral","75%","False"
"","","9e88b4ba-2f33-45c3-9d96-9a0af1786a17","","Slightly conservative","40-49","Community member","Female","--","--","--","Asian","--","--","--","The answer is in the First Amendment itself when it specifically states the right of people to ""peaceably"" assemble. So the primary characteristic of an appropriate protest is to state one's cause peaceably, which would infer not to impede the rights of other individuals, including the right to freely move and attend to their various activities. ","Neutral","54%","Destruction or vandalism of property, impeding people's freedom of movement and passage, blocking roadways, disrupting public events, trespassing, threatening citizens with violence or any other behavior that signifies that the protest is really just an excuse for grown adults to act out their infantile anti-authority fantasies while trying to be authoritative themselves. ","Negative","79%","Yes","My limited experience with protesting hasn't really influenced my viewpoint on the right to assemble, because it was just like any other gathering of people with a common interest, except that we held signs. If anything, the contrast between that example of a peaceful protest and the type of infantile ""protests"" we see with terrorist organizations like BLM and antifa just show the difference between protests that attempt to amplify a position, and protests that are an excuse for anarchy.","Negative","68%","--","--","--","People arming themselves appropriately and being ready to defend themselves in case counterprotesters become violent. Otherwise, I think most of the country is civilized enough to where an actual appropriate, non-violent, protest that doesn't impinge on the rights of others doesn't need to be protected.  ","Neutral","68%","Increased police presence, arrests and long prison sentences for offenders, blockades, tear gas, shooting violent offenders,  and allowing motorists to defend their right to freely move if blocked or threatened by any means possible should help to decrease the trend we've seen of inappropriate protests. ","Neutral","68%","False"
"","","25856ef1-6d3b-4a49-b6cf-f535089daa7b","","Very liberal","Above 60","Community member","Male","White","--","--","--","--","--","--","Peacefulness, a common goal to address a grievance","Neutral","52%","Violence towards other people, and property damage","Negative","83%","Yes","It reinforced my view that it is a right and necessary","Positive","67%","--","--","--","Separation of opposing groups, telling the police to stand down and not inflame the situation","Negative","71%","Physically denying entry to a protest area.","Negative","53%","False"
"","","a30e6e69-9cc8-4bf5-9f91-94c4302fe1e7","","Very liberal","30-39","Staff","Female","White","--","--","--","--","--","--","I don't think there is any way to really answer that question. Anyone you ask will have a different opinion on what constitutes ""appropriate"" because it's a subjective measure. It's also highly contextual based on what exactly is up for protest. So, to answer your question, there's no necessary limit to what may or may not be considered appropriate.","Neutral","49%","It would depend entirely on the context of the protest. Sure, you'd love for a protest to be a peaceful, hand-holding event where everyone sings kumbaya and changes hearts and minds through the power of love, but that's not realistic is it? Sometimes protest gets messy, abrasive and generally confrontational and that isn't necessarily inappropriate in context. So, I don't believe there is such a thing as an inappropriate protest in its basic form.","Negative","23%","Yes","It hasn't because my viewpoint on the right to assemble was shaped by my political education over the years and not specifically by my attendance at a particular protest or rally. ","Negative","64%","--","--","--","Police the police. ","Neutral","60%","This is a ridiculous question. I reject the idea that there is such a thing as an ""inappropriate protest"" at a conceptual level. The premise of the question is flawed and patently absurd.","Negative","46%","False"
"","","6e3e6e37-fc2e-4804-a3f4-9d96b9a76349","","Very conservative","Above 60","Community member","Female","--","Black or African American","--","--","--","--","--","A protest should always be nonviolent. There is never any justification for violence or threats of violence, and this includes verbal taunts and threats. Also, there should never be any damage to property, such as throwing paint or other substances on property. Additionally, protests should never obscure or block roadways, streets or sidewalks. Protests should also never interrupt public events such as concerts, meetings, parades, etc. Protests should be, in summary respectful and productive.","Negative","57%","Protests are inappropriate when there is violence against persons or threats of violence, i.e. verbal abuse. Protests are also inappropriate if property is damaged or destroyed. Protests are inappropriate when roads, streets, bridges, sidewalks, etc. are obstructed. Protests are also inappropriate when participants engage in any kind of unlawful activity while protesting, e.g. looting retail stores.","Negative","79%","Yes","The last time I took part in a protest was in the early 1990s. These were peaceful marches and assemblies. Language in spoken chants and on signage was never vulgar or abusive. The protests were well organized and there as never any danger to participants or to passersby. I think that if people are going to protest, this is the way that it needs to be done -- peacefully and respectfully. ","Positive","62%","--","--","--","People need to follow rules and be civil and respectful. If needed law enforcement offers should be nearby to insure that protests are peaceful. Protests that obstruct traffic or disrupt public events, e.g. parades, should be prohibited because protests like these are not peaceful.","Neutral","73%","Law enforcement officers should be present and they will need to be strategic to prevent inappropriate activity from escalating. Protesters should, for instance, not be permitted to vandalize property or to loot stores. At the first hint of such activity, law enforcement needs to put a stop to it. As need be, people who do not comply should be arrested.","Negative","70%","False"
"","","c20f62ba-6cb3-465e-bf97-373aa2854fd9","","Very liberal","Above 60","Community member","Female","White","--","--","--","--","--","--","peaceful","Positive","51%","vandalism, hate speech, violence","Negative","74%","Yes","I think it made me more sympathetic to protesters.","Positive","66%","--","--","--","Police could stop being biased and protect all protesters.","Negative","66%","I really don't know. Keep violent people sequestered?","Negative","57%","False"
"","","4b5324a1-f7f2-44c4-84b9-2f547b84c82e","","Slightly conservative","50-59","Current student","Female","White","--","--","--","--","--","--","clear and peaceful way of disseminating or showing concerns or grievances","Positive","52%","destruction of properties and lives","Negative","81%","Yes","peoples lives are being messed with and makes you appreciate their concerns more

","Neutral","53%","--","--","--","the realization and acceptance that adressing issues with violence and disruption of others lives just make things worser","Neutral","62%","understanding that concerns are more heard when theres no harm included in making them known","Neutral","66%","False"
"","","ddff5573-976a-45dd-b0f0-8b70b6f3aafc","","Moderate","21-29","Current student","Female","--","Black or African American","--","--","--","--","--","People being fair, respectful, and diligent. ","Positive","54%","Riots, fighting, and destroying property.","Negative","80%","Yes","It was informational and helped get the attention of people.","Positive","43%","--","--","--","Having security and ensuring all people contain no weapons.","Neutral","57%","Having a specific time frame for the protests.","Neutral","69%","False"
"","","6df70e0b-1dc9-4af8-95e1-4694b6538a4f","","Very liberal","40-49","Community member","Male","White","--","--","--","--","--","--","A peaceful gathering","Positive","52%","Destruction of property ","Neutral","81%","No","--","--","--","I didn't want to","Negative","58%","Better security ","Positive","73%","Police ","Neutral","67%","False"
"","","d99416c2-e581-4cfe-be32-b9a3e5291d87","","Very conservative","Above 60","Community member","Female","White","--","--","--","--","--","--","no violence

no obstructing traffic

peaceful","Neutral","55%","violence

name calling

infringing on others' rights

obstructing traffic","Neutral","80%","No","--","--","--","I live in a town where I haven't been exposed to any.","Neutral","54%","Police protection.  Boundaries.","Neutral","67%","Remove them.","Negative","39%","False"
"","","55eeba40-7463-473c-ae8c-5caf2ff68d25","","Slightly conservative","18-20","Current student","Male","--","--","--","Asian","--","--","--","I believe that a peaceful protest would not engage in physical violence that can damage anybody's business such as breaking into a store or a family restaurant. As such, such action of protesting without violence would make matters better.","Neutral","57%","The most violent form of protest would involve physical harm that could potentially kill one or more human beings for the sake of opposing ideas of what they are protesting for. Such violence that can damage the reputation of family businesses or stores would make matters far worse and it is very inappropriate to engage in this way.","Negative","84%","Yes","I don't personally protest out in the street that often unless I oppose a topic that could affect me differently and effectively. For me to assemble the protest would require people with an open voice and mindset to stand up against the opposing idea.","Neutral","62%","--","--","--","More police enforcement. More barricades. ","Neutral","54%","Again, more police enforcement and more barricades.","Neutral","69%","False"
"","","450f0826-8c60-48c5-b471-17dc4386c1ea","","Very liberal","50-59","Community member","Female","White","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","False"
"","","91bea951-1530-46a9-ae69-b649402a5d21","","Very conservative","Above 60","Community member","Male","White","--","--","--","--","--","--","It should be peaceful, that's about it.","Negative","50%","Violence.","Negative","67%","No","--","--","--","Not motivated to do so.","Negative","44%","Just apply existing laws.","Neutral","48%","Is Constitution only strictly prohibits US Congress from making laws restricting protests. Literally interpreted it does not prohibit it of states. States can make such laws as long as they do not violate other Constituional limits like equal protection.","Neutral","52%","False"
"","","6532a6b7-5331-40a4-af14-851da3d6cdad","","Very conservative","40-49","Community member","Female","White","--","--","--","--","--","--","The main characteristic that makes a protest appropriate is peacefulness.  Peaceful protests are good if done well. Also, refraining from the use of vulgar and hateful language makes the protestors look a lot more credible. I think using swear words, etc. is just unacceptable especially with children present and even holding the signs with the swear words on them. It just looks bad and does not get any buy in from the other side. It actually just further divides people. ","Neutral","53%","In my opinion, inappropriate protests include vulgar language and/or violence.  Also the signage needs to be appropriate and not hateful. If their goal is to convince more people on the opposite side or even neutral-minded people (as it should be), they need to go about it in a professional way in order to get more buy in instead of making themselves look like a giant group of adults throwing a temper tantrum.  There is a way to go about protesting tactfully and intelligently. ","Negative","38%","No","--","--","--","The main reason I have not attended a protest is because there have not been any protests near me that I would want to be a part of. I'm usually not in favor of the ideas of the protestors.  I would have to be strongly for or against something in order to participate and I've just never had the opportunity.","Neutral","65%","Protests should have police presence so that they do not get out of control.","Negative","74%","Aside from police presence and metal detectors, I think that protests should only be allowed in certain places. To protect neighborhoods and especially children.","Neutral","68%","False"
"","","4cd5f067-d2c7-4244-8b9e-8327a8876136","","Slightly liberal","40-49","Community member","Male","White","--","--","--","--","--","--","Peaceful, no threats or intimidation towards any other group, no calls for violence.  In addition protests should not block other citizens from being able to live out their and carry out their responsibilities, especially those responsible for taking care of others.","Neutral","57%","Violence, intimidation and threats make it inappropriate.  Causing fear, causing panic or inciting chaos are all inappropriate.  Damaging property and stepping on others' rights and freedoms.","Negative","82%","No","--","--","--","I'm rather reclusive.  I also have allergy or something to outrage, it makes me just want to walk away and solve the problem instead of becoming outraged.","Neutral","59%","Find a way to keeps counter protests from clashing.  Set rules that need to be followed.  No camping out where the general public needs to move through.  No blocking access to anything.  Create areas that are public, good visibility but out of the way so that people can protest there and be seen without causing major issues to others' lives.","Neutral","75%","Have clear rules, and shut them down when they violate them.","Neutral","69%","False"
"","","25e233bd-0be6-4dc4-a32a-12e21963c988","","Slightly conservative","50-59","Community member","Female","White","--","--","--","--","--","--","Speak your mind in a way that is healthy for everyone involved and do not infringe on anybody else as far as their daily lives.","Neutral","55%","Using words that are inappropriate (ie swearing, derogating other human beings), using one's body to sit, pull, or hit others to block daily life, being inconsiderate of other human beings.  ","Negative","72%","No","--","--","--","I feel that things can be come out of hand rapidly.","Neutral","68%","Citizens need to keep in mind they should not harm others, themselves, or property","Negative","51%","Inappropriate protest that are disruptive to others hurting themselves, others or destruction of property should be shut down immediately","Negative","58%","False"
"","","5229631f-df92-4d3a-bd45-12e2b3ed3872","","Very liberal","40-49","Current student","Male","--","Black or African American","--","--","--","--","--","Peacefulness, The protest should be non-violent, ensuring the safety of participants, bystanders, and property.","Neutral","57%","Violence, Engaging in or inciting violence against people or property undermines the legitimacy of the protest and poses a danger to everyone involved.","Negative","82%","Yes","maintain a level of respect towards opposing viewpoints, avoiding hate speech and personal attacks.","Neutral","68%","--","--","--","The protest should aim to be inclusive, allowing diverse voices and ensuring that marginalized groups are heard and represented.","Neutral","73%"," Effective protests are visible and attract attention through media coverage, social media, and public presence without causing undue disruption.","Positive","73%","False"
"","","7bb321a2-b42f-407c-b00f-de4b3ac23345","","Very liberal","40-49","Community member","Female","White","--","--","--","--","--","--","It is appropriate as long as it maintains qualities described by the First Amendment. ","Neutral","49%","I don't have specific characteristics that deem a protest inappropriate.  It is situational.","Neutral","29%","No","--","--","--","I do not like to be in crowds.","Negative","63%","I'm not certain.  Protected from what?","Neutral","29%","Law enforcement already uses restrictions.  You name it, it can be used.","Neutral","69%","False"
"","","38a8f35d-7672-463b-b916-ed8f3e1958b3","","Slightly conservative","40-49","Community member","Male","White","--","--","--","--","--","--","For the people to be heard.

","Neutral","57%","wearing masks, throwing objects, hitting people","Neutral","25%","No","--","--","--","There are not many things I care about to go protest.","Negative","48%","police and barriers","Negative","58%","cameras, police, fences","Neutral","70%","False"
"","","7b8f9c21-888d-4a26-904a-9c95d70bd539","","Slightly conservative","40-49","Community member","Female","--","--","--","Asian","--","--","--","a peaceful tall or demonstration

","Neutral","55%","no permit, weapon, violent

","Negative","39%","No","--","--","--","scared that violence may happen","Negative","65%","permit, no weapon, police presence","Neutral","45%","require permit, organization not just random protest","Neutral","63%","False"
"","","2948f780-b3b7-4923-9972-ea0a118e6444","","Slightly liberal","50-59","Community member","Female","White","--","--","--","--","--","--","Having a real grievance that affects you and/or your community. Not defaming or destroying others property ","Neutral","55%","Anything that destroys property or others ability to go about their day. No weapons ","Neutral","65%","No","--","--","--","I've considered it but fear for my own safety has stopped me ","Negative","67%","Maybe more police presence ","Neutral","44%","I'm not sure. Protesting people are going to protest ","Neutral","35%","False"
"","","f284c457-8415-4ab9-ab9a-a2d43cef5427","","Very conservative","50-59","Community member","Female","White","--","--","--","--","--","--","I honestly do not believe in protests, unless its friendly, so to say what features or characteristics are appropriate is tough.  I would have to say that if its done to let me people know the risks of whatever is being protested.  Using abortion for example...people protest that they are for or against the law.  You better have your facts straight in why or why not you are for or against the law.","Negative","51%","Actions that make a protest inappropriate is violence, destruction, or even blocking non protesters from getting to where they are going.","Negative","79%","No","--","--","--","I feel there are other ways to get your views across without it having to be via protest.  You can be put to the understanding that the protest is going to be non violent, but in a matter of seconds, it takes just one wrong comment, and violence can erupt.  I want no part of that.
","Neutral","66%","Just don't have them.  ","Negative","25%","Having the police shut down any protest that is deemed inappropriate.","Negative","71%","False"
"","","c7cbc674-997e-4bd7-aabc-24630be09c11","","Moderate","50-59","Current student","Female","White","--","--","--","--","--","--","peacefully, signs, not impeding anyone from going about their day","Positive","55%","Any violence, destruction of property, and blocking someone from going about their day.","Negative","83%","No","--","--","--","I am afraid of it becoming violent.","Negative","68%","i dont know of any.  You cannot control every person's actions in a crowd and one bad apple can happen.","Negative","25%","I dont know.","Neutral","27%","False"
"","","f0a99b27-7823-4bfc-98ad-7e7f3fbc7dfb","","Moderate","30-39","Current student","Male","--","Black or African American","--","--","--","--","--","Peaceful, without vandalizing government property ","Positive","55%","It should be organized and unified. ","Neutral","18%","Yes","It was heard","Neutral","28%","--","--","--","Organization ","Neutral","53%","If Police violently interfere ","Negative","71%","False"
"","","fb20f67e-8de6-4a5d-8a13-4aeff223b230","","Slightly conservative","40-49","Community member","Male","White","--","--","--","--","--","--","An appropriate protest needs to be done peacefully.  It should not inhibit other civilians that are trying to go along with their day.  A person should not be confronted by the protesters based on their ethnicity, race, or gender.","Negative","56%","It is inappropriate when there is violence, discrimination, etc.  To purposely cause destruction or major divide is completely unacceptable.  ","Negative","83%","No","--","--","--","I do not like confrontation and will avoid it if possible.  Plus, I just do not have that type of passion and will not put myself out there in the spotlight.","Neutral","62%","I really do not think there is an exact safety measure that could make sure everyone is safe.  It seems at times when law enforcement is used, the protests become more violent.  I really do not think there is a great measure that can take place.","Negative","63%","There needs to be some form of communication that needs to occur prior to the protest.  Protesters need to get some sort of pre-approval.","Negative","61%","False"
"","","c2f6e30f-1659-4540-bb9d-590a7c703cae","","Moderate","18-20","Community member","Female","White","--","--","--","--","--","--","No police brutality or people with weapons. Friendly protest is appropriate.","Neutral","57%","No violence, friendly, understanding.","Positive","18%","No","--","--","--","I don' have the accessibility to and there isn't any even close that I would protest for.","Negative","51%","While police are allowed to be there, they need to watch for people who are violent or have weapons.","Negative","75%","Smart police being set there for the bad people.","Neutral","67%","False"
"","","be3a7644-b8e2-49b1-afb5-ca59b681f7a4","","Slightly conservative","21-29","Current student","Female","White","--","--","--","--","--","--","I think peacefulness is really important when people are gathering together. Violence of any kind shouldn't be allowed or tolerated. I also think there has to be a clear reason for the protest for it to be effective and appropriate.","Neutral","54%","Violence of any kind. Obstructing justice, preventing people who are not involved in the situation to be inconvenienced, and causing property damage are not okay in the slightest.","Negative","82%","No","--","--","--","It is not the way that I like to voice my opinion. I use other methods like online platforms to voice my opinions, and I primarily do so through writing. I would not feel comfortable or safe going to a protest.","Neutral","67%","Making sure the people attending are solid, security, and a strong protest leader.","Neutral","76%","Police presence, making sure other people know their rights, and holding the people responsible accountable.","Neutral","71%","False"
"","","7bfd458f-3535-4a89-b84e-bb0c5faa78e5","","Slightly conservative","21-29","Community member","Male","White","--","--","--","--","--","--","If it is peaceful and does not immediately harm others around them in a physical manner which includes individuals and their property (including their businesses).","Positive","54%","When the actions taken during the protest in no way resolve the issues they are bringing attention to and only make others look down upon protestors even more. This includes looting, hurting others, vandalism, etc.","Negative","78%","Yes","I very much so appreciate the right to assemble but I feel that most protests really do not change most people's opinions and are rather bringing negative attention to the issues they are trying to bring awareness to. At the very least they are ineffective most of the time especially non-peaceful protests.","Neutral","65%","--","--","--","I'm honestly not sure. I'm not a big protest enthusiast so I really don't care much for them.","Neutral","27%","Prosecute protestors who behave inappropriately or commit crimes in the eyes of traditional law and don't let them off easy.","Negative","66%","False"
"","","c5f5758a-4579-4d10-9c59-de7652e57a8d","","Slightly liberal","40-49","Current student","Female","--","Black or African American","--","--","--","--","--","Peaceful, respectful of opponents, no damage to property, follows all protocols in place","Positive","59%","Disruption of normal daily activities like blocking roads, intimidation of those who aren't part of the protest, damage to property, disrespect for law enforcement, violence ","Negative","77%","Yes","Peaceful protests are key in delivering a message","Neutral","71%","--","--","--","Organizers of protests must involve all stakeholders early in planning and preparation, especially law enforcement, to ensure that everyone is on the same page when the protest occurs.","Neutral","75%","protests topics that are sensitive in nature like discrimination topics (politics, race, sexual orientation) should have attendance limit and protesters must register before the protest takes place. Law enforcement presence should be heavy to keep unregistered people taking part.","Negative","69%","False"
"","","3c5910dd-a25b-4fd8-b30d-df02c0967b99","","Slightly conservative","40-49","Community member","Male","White","--","--","--","--","--","--","Peaceful and organized, in my opinion. No violence, no aggression but lawful and strong.","Positive","58%","Vandalization, physical harm, fight, burning, guns, altercations. ","Neutral","79%","No","--","--","--","It can sometimes turn unpredictably, also, I am not strongly standing for any issue.","Neutral","66%","Issue guidelines, provide permits, organize everything in advance, have a leader who will be a spokesperson and figure who arranges everything.","Neutral","72%","Police presence, clear guidelines.","Neutral","71%","False"
"","","6a1f5554-faef-4c86-ac74-89f16241c46c","","Moderate","50-59","Faculty","Male","White","--","--","--","--","--","--","There should be a clear purpose, focused and well plan assembly, respecting other's rights, safety concerns, peaceful, unified message, and a constructive dialog.","Neutral","50%","Violence, lack of purpose that's clear, disrespecting others' rights, divisive message, disproportionate response. disregard for laws.","Negative","79%","Yes","I was very young (17) so at the time it has changed my viewpoint, but I came back to the standard viewpoint over the years.","Neutral","51%","--","--","--","Law enforcement's role need to understand the laws and the first amendment, so they can deescalate when needed. Safety measures must be in place for a permit. Research and planning ensure that the protest will represent the values it's for.","Neutral","76%","Time, place, and reasonable manner restrictions. Disorderly conduct laws. Safety, as I said before. Private property rights, Limitations on firearms. Policing practices.","Neutral","67%","False"
"","","4a85b1f6-46f6-46f1-b33b-5fdb7d1e932f","","Very liberal","21-29","Community member","Male","--","--","--","Asian","--","--","--","Some features that make a protest appropriate is the reasoning for protesting, as well as the action of the protest (peaceful gathering)","Neutral","54%","Things such as violence, rude behavior, vandalism are some characteristics or actions that make protests inappropriate.","Negative","80%","No","--","--","--","One of the reasons I have not participated in a protest is the danger of getting harmed during one unfortunately. In today's society, you can't go anywhere without someone shooting or something of the sort.","Neutral","66%","At least work with local law enforcement to plan a protest where it can be safe and organized. That would only work if it's a protest that doesn't involve the law enforcement officials. ","Neutral","74%","That's hard to say honestly because the only ""inappropriate"" protests happens when the conservatives are involved. When they protest, it's always inappropriate and usually leads to violence.","Negative","46%","False"
"","","d09a93f8-1466-45a5-a227-e53ed65e33c6","","Very conservative","50-59","Community member","Female","White","--","--","--","--","--","--","The most important characteristics are to assemble peacefully. All protest, marches, and demonstrations can make a difference if they are conducted in a peaceful way without violence.","Neutral","55%","Any protest that uses violence to get attention is inappropriate.","Negative","80%","Yes","The protest I experienced were non violent and well organized. No one was hurt, no disruptions in services, travel and etc.","Neutral","65%","--","--","--","Laws should be put in place preventing any type of violence. Lawbreakers will be charged as rioters and have it put on their permanent record.","Neutral","71%","If people are rioting and property is being destroyed, have laws that stop any type of protesting. If it can't be done peacefully, it shouldn't be allowed to be done at all.","Negative","51%","False"
"","","1f6fc320-b9f7-490d-b797-93c0f15d3357","","Moderate","Above 60","Community member","Female","White","--","--","--","--","--","--","A protest is appropriate when a group of people do not feel seen or heard. They protest as a way to make their voices heard in regard to the concern that is important to them, to bring the concern to light.","Neutral","55%","A protest is appropriate when the facts of the concern are stated, there is no name calling or violence. the purpose of a protest is to convey information so others can become aware of the concern. Even if there is push back to the protesters, and there usually is, the protesters need to remain calm to convey the seriousness of the protest. ","Neutral","34%","No","--","--","--","I have no particular reason to protest at this time.","Neutral","52%","There should be respectful police protection available in the event of actions initiated by disagreeing groups.","Neutral","75%","Beyond police presence, I don't know. People will do what people do and that is aggravate a situation to detract from it's original purpose.","Neutral","67%","False"
"","","d934b1ec-6227-4d2e-93ba-aeebcd504b96","","Slightly liberal","21-29","Current student","Male","--","Black or African American","--","--","--","--","--","It should have an actual purpose and good goal. ","Neutral","48%","If it’s violent. ","Neutral","73%","No","--","--","--","I haven’t found something to protest for. ","Neutral","54%","I don’t think there are measures to keep them protected and peaceful. It’s too dangerous.  ","Negative","28%","I would recommend other people work to stop these protests.  ","Neutral","56%","False"
"","","858a0283-1f75-4e6b-81da-323e401976ac","","Moderate","21-29","Community member","Female","White","Black or African American","--","--","--","--","From multiple races","The nature of the protest, for instance,  Black Lives Matter. Some protests, like being Pro-Life often times, they're protesting to take women's rights to an abortion away. Black Lives Matter protects the rights of people of color.
","Neutral","52%","Shouting in people's faces. Setting things on fire. Fighting each other and not the oppressor.","Neutral","50%","No","--","--","--","I'm not trying to get arrested.","Negative","41%","Understanding why they're protesting.","Negative","67%","Depends.","Neutral","34%","False"
"","","7769dd24-fa6c-46ee-a316-303b514b0203","","Slightly liberal","Above 60","Community member","Male","White","--","--","--","--","--","--","When it is peaceful and conducted with respect to those laws.","Neutral","54%","Violence, law breaking, trespassing.","Negative","81%","No","--","--","--","The cause is not something I support.  Not conducted where I live.","Negative","36%","Needs to be more community organization to enforce rules and protect property.","Negative","63%","I am not sure what else can be done.","Neutral","24%","False"
"","","3cec855c-ecfe-4eac-a234-33b410a478f7","","Moderate","50-59","Community member","Female","White","--","--","--","--","--","--","Peaceful assembly, devoid of hate speech or violence, with a general respect for our country, even if you are protesting a certain aspect of it.","Positive","57%","A protest is inappropriate if there is violence or encouragement of violence, disruption of business, destruction of property, hate speech or any other form of discrimination.","Negative","78%","No","--","--","--","I am a religious person and I believe in being a peacemaker. I feel that I am a more effective at making real change when making change from within an organization in a more quiet, individual way.","Neutral","63%","More police presence, permits obtained, clear objectives stated, consequences for those who break the law","Neutral","63%","I like the idea of opposing groups given space so that they are not positioned closely together. I also believe we have a right to know who, if applicable, is paying for or encouraging the protest.","Neutral","63%","False"
"","","b144343d-d2f8-483b-8931-db2f4fda78ed","","Slightly conservative","50-59","Community member","Male","White","--","--","--","--","--","--","planned, have permits, non-violent, have a purpose and goal, organized","Neutral","54%","Violent, disorganized, no goal, no permit, blocks traffic, destruction of property","Negative","71%","Yes","I have seen productive change and seen the value of this","Positive","56%","--","--","--","laws protecting them, positive media coverage","Positive","62%","police, political leadership involvement, teams from both sides connecting before protest","Neutral","67%","False"
"","","53222d84-8545-4579-865f-29ed20ef46ff","","Moderate","40-49","Community member","Male","White","--","--","--","--","--","--","I say for anything, as long as it's legal, of course. No violence.","Neutral","53%","Non violent, peaceful, open to opposition, following laws, etc","Neutral","30%","No","--","--","--","I don't feel I have enough time in the day.  I feel they don't often work if there are not a lot of people.  I don't know where to look to find one?","Neutral","53%","Make sure laws, such as freedom of speech in our constitution are protected.","Neutral","72%","More police, sometimes use of force","Neutral","65%","False"
"","","01529dd4-244e-49e6-98bf-705b278606e9","","Slightly liberal","50-59","Current student","Male","White","--","--","--","--","--","--","action being protested is morally wrong

action being protested is inappropriate 

protest is peaceful

protest does not harm other people or their ability to move","Neutral","56%","violence, threats, obstructing people's movement","Negative","80%","Yes","the protest I attended was cleared out by cops and it strengthened my viewpoint that people have the right to assemble","Neutral","70%","--","--","--","defund the police!","Negative","44%","pay no attention","Negative","46%","False"
"","","ad99b10b-5f01-4d52-a6cc-4b96b4003e07","","Slightly liberal","Above 60","Community member","Male","White","--","--","--","--","--","--","That is done peacefully","Positive","52%","When there is violence or threats of violence, when it interferes in preventing other people from doing their own activities or disrupts essential public activities","Neutral","79%","Yes","I think it is a very important right of the people and has shown that it can cause change and improve our way of life.","Positive","69%","--","--","--","Follow government rules to get the proper permits","Neutral","59%","Government approval of the protest","Neutral","50%","False"
"","","18d0aad7-0e21-4fd7-b7b1-e5c3d7c500ba","","Very conservative","50-59","Community member","Female","--","Black or African American","--","--","--","--","--","A protest is  said to be appropriate when it is peacefully conducted, lawful, communicates its message clearly, and does not incite violence or destruction of property.








","Neutral","56%","A protest can be called  inappropriate when it involves illegal activities, violence, destruction of properties, or infringes on the rights and safety of others.






","Negative","78%","Yes","Attending a peaceful protest showed me the power of collective voices and strengthened my belief in the importance of the right to assemble for advocating change and addressing grievances.






","Positive","69%","--","--","--","Clear communication of protest guidelines ,Legal support for peaceful protesters
","Neutral","74%","Imposing curfews,Requiring permits for large gatherings.
","Neutral","66%","False"
